scientificName,thr_lev2,stressName,thr_lev1,thr_lev1name,thr_lev2name
Porites aranetai,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Porites aranetai,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Porites aranetai,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Porites aranetai,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Porites aranetai,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Porites aranetai,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Porites aranetai,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Porites aranetai,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Porites aranetai,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Porites aranetai,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montastrea salebrosa,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montastrea salebrosa,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montastrea salebrosa,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montastrea salebrosa,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montastrea salebrosa,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montastrea salebrosa,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montastrea salebrosa,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montastrea salebrosa,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montastrea salebrosa,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montastrea salebrosa,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montastrea salebrosa,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montastrea salebrosa,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montastrea salebrosa,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montastrea salebrosa,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montastrea salebrosa,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montastrea salebrosa,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montastrea salebrosa,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montastrea salebrosa,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montastrea salebrosa,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montastrea salebrosa,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montastrea salebrosa,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montastrea salebrosa,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora russelli,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Acropora russelli,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Acropora russelli,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Acropora russelli,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Acropora russelli,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Acropora russelli,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Acropora russelli,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Acropora russelli,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Acropora russelli,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Acropora russelli,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora russelli,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora russelli,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora russelli,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora russelli,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Acropora russelli,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Acropora russelli,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Acropora russelli,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Acropora russelli,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora russelli,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora russelli,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora russelli,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora russelli,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Oculina varicosa,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Oculina varicosa,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Oculina varicosa,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Oculina varicosa,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Oculina varicosa,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Oculina varicosa,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Oculina varicosa,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Oculina varicosa,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Oculina varicosa,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Oculina varicosa,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Oculina varicosa,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Oculina varicosa,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Oculina varicosa,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Oculina varicosa,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Oculina varicosa,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Oculina varicosa,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Oculina varicosa,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Oculina varicosa,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Oculina varicosa,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Oculina varicosa,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Oculina varicosa,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Oculina varicosa,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora dilatata,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montipora dilatata,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montipora dilatata,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montipora dilatata,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montipora dilatata,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montipora dilatata,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montipora dilatata,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montipora dilatata,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montipora dilatata,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montipora dilatata,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora dilatata,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montipora dilatata,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora dilatata,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora dilatata,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora dilatata,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montipora dilatata,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montipora dilatata,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montipora dilatata,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora dilatata,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montipora dilatata,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora dilatata,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora dilatata,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Euphyllia ancora,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Euphyllia ancora,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Euphyllia ancora,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Euphyllia ancora,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Euphyllia ancora,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Euphyllia ancora,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Euphyllia ancora,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Euphyllia ancora,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Euphyllia ancora,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Euphyllia ancora,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Euphyllia ancora,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Euphyllia ancora,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Euphyllia ancora,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Euphyllia ancora,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Euphyllia ancora,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Euphyllia ancora,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Euphyllia ancora,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Euphyllia ancora,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Euphyllia ancora,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Euphyllia ancora,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Euphyllia ancora,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Euphyllia ancora,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Astreopora moretonensis,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Astreopora moretonensis,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Astreopora moretonensis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Astreopora moretonensis,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Astreopora moretonensis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Astreopora moretonensis,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Astreopora moretonensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Astreopora moretonensis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Astreopora moretonensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Astreopora moretonensis,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Astreopora moretonensis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Astreopora moretonensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Astreopora moretonensis,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Astreopora moretonensis,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Astreopora moretonensis,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Astreopora moretonensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Astreopora moretonensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Astreopora moretonensis,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Astreopora moretonensis,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Astreopora moretonensis,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Astreopora moretonensis,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Astreopora moretonensis,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Turbinaria patula,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Turbinaria patula,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Turbinaria patula,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Turbinaria patula,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Turbinaria patula,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Turbinaria patula,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Turbinaria patula,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Turbinaria patula,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Turbinaria patula,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Turbinaria patula,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Turbinaria patula,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Turbinaria patula,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Turbinaria patula,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Turbinaria patula,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Turbinaria patula,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Turbinaria patula,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Turbinaria patula,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Turbinaria patula,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Turbinaria patula,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Turbinaria patula,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Turbinaria patula,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Turbinaria patula,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Isopora brueggemanni,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Isopora brueggemanni,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Isopora brueggemanni,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Isopora brueggemanni,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Isopora brueggemanni,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Isopora brueggemanni,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Isopora brueggemanni,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Isopora brueggemanni,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Isopora brueggemanni,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Isopora brueggemanni,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Isopora brueggemanni,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Isopora brueggemanni,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Isopora brueggemanni,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Isopora brueggemanni,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Isopora brueggemanni,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Isopora brueggemanni,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Isopora brueggemanni,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Isopora brueggemanni,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Isopora brueggemanni,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Isopora brueggemanni,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Isopora brueggemanni,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Isopora brueggemanni,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora calcarea,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montipora calcarea,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montipora calcarea,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montipora calcarea,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montipora calcarea,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montipora calcarea,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montipora calcarea,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montipora calcarea,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montipora calcarea,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montipora calcarea,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora calcarea,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montipora calcarea,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora calcarea,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora calcarea,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora calcarea,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montipora calcarea,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montipora calcarea,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montipora calcarea,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora calcarea,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montipora calcarea,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora calcarea,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora calcarea,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora vietnamensis,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montipora vietnamensis,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montipora vietnamensis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montipora vietnamensis,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montipora vietnamensis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montipora vietnamensis,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montipora vietnamensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montipora vietnamensis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montipora vietnamensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montipora vietnamensis,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora vietnamensis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montipora vietnamensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora vietnamensis,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora vietnamensis,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora vietnamensis,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montipora vietnamensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montipora vietnamensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montipora vietnamensis,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora vietnamensis,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montipora vietnamensis,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora vietnamensis,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora vietnamensis,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Heliopora coerulea,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Heliopora coerulea,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Heliopora coerulea,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Heliopora coerulea,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Heliopora coerulea,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Heliopora coerulea,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Heliopora coerulea,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Heliopora coerulea,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Heliopora coerulea,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Heliopora coerulea,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Heliopora coerulea,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Heliopora coerulea,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Heliopora coerulea,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Heliopora coerulea,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Heliopora coerulea,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Heliopora coerulea,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Heliopora coerulea,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Heliopora coerulea,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora roseni,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Acropora roseni,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Acropora roseni,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Acropora roseni,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Acropora roseni,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Acropora roseni,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Acropora roseni,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Acropora roseni,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Acropora roseni,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Acropora roseni,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora roseni,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora roseni,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora roseni,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora roseni,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Acropora roseni,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Acropora roseni,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Acropora roseni,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Acropora roseni,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora roseni,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora roseni,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora roseni,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora roseni,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Nemenzophyllia turbida,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Nemenzophyllia turbida,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Nemenzophyllia turbida,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Nemenzophyllia turbida,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Nemenzophyllia turbida,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Nemenzophyllia turbida,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Nemenzophyllia turbida,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Nemenzophyllia turbida,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Nemenzophyllia turbida,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Nemenzophyllia turbida,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Nemenzophyllia turbida,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Nemenzophyllia turbida,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Nemenzophyllia turbida,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Nemenzophyllia turbida,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Nemenzophyllia turbida,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Nemenzophyllia turbida,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Nemenzophyllia turbida,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Nemenzophyllia turbida,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Nemenzophyllia turbida,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Nemenzophyllia turbida,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Nemenzophyllia turbida,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Nemenzophyllia turbida,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora donei,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Acropora donei,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Acropora donei,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Acropora donei,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Acropora donei,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Acropora donei,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Acropora donei,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora donei,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
