assessmentId,internalTaxonId,scientificName,code,name,note
93286172,22690740,Zenaida graysoni,3.3.1,Reintroduction,"Reintroduce the species following satisfactory progress in the mammal eradication<B><SUP>8,9</SUP></B> and habitat restoration programmes<B><SUP>4,7,8</SUP></B>.

</P>"
93286172,22690740,Zenaida graysoni,2.2,Invasive/problematic species control,"Complete the eradication of cats and sheep on Socorro<B><SUP>8,9</SUP></B>.
</P>"
93292323,22690868,Leptotila battyi,1.1,Site/area protection,"Increase the area of suitable habitat that has protected status.
</P>"
93292323,22690868,Leptotila battyi,4.3,Awareness & communications,"Raise awareness of the species and its status in an effort to reduce hunting pressure.
</P>"
93293759,22690895,Leptotila ochraceiventris,1.1,Site/area protection," *Expand protected areas to include adjacent forest remnants and connect such fragments. 
</P>"
93293759,22690895,Leptotila ochraceiventris,2.1,Site/area management,"*Control threats to habitat within protected areas.
</P>"
93293759,22690895,Leptotila ochraceiventris,1.1,Site/area protection,"*Map forest in Cordillera Chong&oacute;n-Colonche to identify sites for protection<B><SUP>3</SUP></B>.

</P>"
93294347,22690901,Zentrygon carrikeri,1.1,Site/area protection,"Expand existing protected areas, or designate new reserves, to cover more of the remaining forests in the sierra.
</P>"
93294347,22690901,Zentrygon carrikeri,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered.

"
93297219,22690970,Starnoenas cyanocephala,1.1,Site/area protection,"Immediately protect any populations discovered during surveys.
</P>"
93297219,22690970,Starnoenas cyanocephala,4.3,Awareness & communications,"Conduct public awareness and education campaigns to highlight the plight of the species and reduce hunting pressure<SUP>2</SUP>.

</P>"
93297219,22690970,Starnoenas cyanocephala,5.4.2,National level,"Enforce the protection afforded by protected areas<B>. </B>
</P>"
93298783,22690991,Gallicolumba crinigera,1.1,Site/area protection,"Continue to advocate the effective protection of (possible) key sites.

</P>"
93298783,22690991,Gallicolumba crinigera,5.4.2,National level,"Promote more effective enforcement of laws relating to hunting and trapping.

</P>"
93298783,22690991,Gallicolumba crinigera,1.1,Site/area protection,"Propose remaining forests found to support the species for establishment as protected areas. 
</P>"
93298783,22690991,Gallicolumba crinigera,2.1,Site/area management,"Propose remaining forests found to support the species for establishment as protected areas. 

</P>"
93299100,22691005,Gallicolumba menagei,1.1,Site/area protection,"Urgently propose any sites found to support the species for strict protection. 

</P>"
93299100,22691005,Gallicolumba menagei,1.1,Site/area protection,"Incorporate protective measures relevant to this species within conservation funding proposals for the Tawitawi/Sulu Coastal Area, as and where appropriate.

</P>"
93299930,22691024,Alopecoenas kubaryi,2.2,Invasive/problematic species control,"Preserve native and mixed forest remnants, including atoll islets where human disturbance can be minimised and the introduction of predators prevented. 

</P>"
93299930,22691024,Alopecoenas kubaryi,1.1,Site/area protection,"Preserve native and mixed forest remnants, including atoll islets where human disturbance can be minimised and the introduction of predators prevented. 

</P>"
93300863,22691042,Alopecoenas stairi,1.2,Resource & habitat protection,"Consider setting aside an area of protected forest.  
</P>"
93300863,22691042,Alopecoenas stairi,2.2,Invasive/problematic species control,"Assess the feasibility of controlling the mongoose <I>Herpestes auropunctatus.  </I>

</P>"
93302373,22691076,Alopecoenas hoedtii,1.1,Site/area protection,"Propose key sites (using survey results) supporting populations of this, and other threatened species, for establishment as strict protected areas.
</P>"
93302373,22691076,Alopecoenas hoedtii,1.1,Site/area protection,"Engage with local communities to increase support for the establishment of a nature reserve at Gunung Mutis, encompassing Gunung Timau. Extend the boundaries of Bekau Huhun Nature Reserve (Trainor <i>et al</i>. 2009a).

</P>"
93303023,22691121,Phapitreron cinereiceps,4.2,Training,Encourage the participation of local people in research and conservation actions and provide relevant training.
93303023,22691121,Phapitreron cinereiceps,4.3,Awareness & communications,"Continue and expand environmental awareness programmes in the Sulu archipelago.

</P>"
93303023,22691121,Phapitreron cinereiceps,1.1,Site/area protection,Urgently protect remaining forest and any other areas of habitat found to support the species. 
93303023,22691121,Phapitreron cinereiceps,1.1,Site/area protection,"Conduct an intensive survey in remaining forests to identify further key sites. 
</P>"
93304777,22691170,Treron floris,1.1,Site/area protection,"Promote the gazettement of appropriately sited protected areas, including at Ria on Flores, and Selalu Legini and Gunung Olet Sangenges on Sumbawa. 
</P>"
93304777,22691170,Treron floris,2.1,Site/area management,"Initiate conservation awareness campaigns on Sumbawa and Flores to elicit local support for forest protection, as part of a broader strategy for conserving endemic fauna and flora on the islands.

</P>"
93304777,22691170,Treron floris,4.3,Awareness & communications,"Initiate conservation awareness campaigns on Sumbawa and Flores to elicit local support for forest protection, as part of a broader strategy for conserving endemic fauna and flora on the islands.

</P>"
93305310,22691186,Treron psittaceus,1.1,Site/area protection,"Propose key sites (using survey results) supporting populations of this, and other threatened species, for establishment as strict protected areas. 
</P>"
93305310,22691186,Treron psittaceus,3.1.1,Harvest management,"Initiate conservation awareness programmes to elicit local support for forest conservation and reduce pigeon hunting.
</P>"
93305310,22691186,Treron psittaceus,1.1,Site/area protection,"Strongly support initiatives to establish a nature reserve at Gunung Mutis, encompassing Gunung Timau. 
</P>"
93305310,22691186,Treron psittaceus,2.1,Site/area management,"Initiate conservation awareness programmes to elicit local support for forest conservation and reduce pigeon hunting.
</P>"
93305310,22691186,Treron psittaceus,4.3,Awareness & communications,"Initiate conservation awareness programmes to elicit local support for forest conservation and reduce pigeon hunting.

</P>"
93305641,22691198,Treron capellei,2.1,Site/area management,"Promote effective management of existing protected areas (including, for this species, maintenance of high fig density) in the Sundaic region and for the expansion of the protected area network.
</P>"
93305641,22691198,Treron capellei,1.1,Site/area protection,"Promote effective management of existing protected areas (including, for this species, maintenance of high fig density) in the Sundaic region and for the expansion of the protected area network. 
</P>"
93305641,22691198,Treron capellei,2.1,Site/area management,"Lobby for reduced logging of lowland forests throughout its range.
</P>"
93306837,22691236,Treron pembaensis,2.1,Site/area management,"Encourage the planting of suitable fruiting trees, especially in tourist areas."
93306837,22691236,Treron pembaensis,2.3,Habitat & natural process restoration,Carry out survey work on to determine if there is potential to restore connectivity of forest patches via enrichment planting.
93306837,22691236,Treron pembaensis,1.1,Site/area protection,Protect additional areas of forest and off-shore islands.
93306837,22691236,Treron pembaensis,6.1,Linked enterprises & livelihood alternatives,Improve sustainable tourism facilities at Ngezi Nature Reserve.
93306837,22691236,Treron pembaensis,2.1,Site/area management,Promote sensitive tourist development.
93306837,22691236,Treron pembaensis,5.4.3,Sub-national level,Control illegal activities within the Forest Reserves.
93308578,22691307,Ptilinopus dohertyi,4.3,Awareness & communications,"Conduct conservation awareness programmes to reduce hunting of the species.
</P>"
93308578,22691307,Ptilinopus dohertyi,1.1,Site/area protection,"Support efforts to establish and manage further protected areas.
</P>"
93308578,22691307,Ptilinopus dohertyi,1.1,Site/area protection,"Gazette strict nature reserves at Yawila, Puronumbu and Luku Melolo, a wildlife sanctuary at Lulundilo and a forest park at Tanjung Ngunju.
</P>"
93308578,22691307,Ptilinopus dohertyi,2.1,Site/area management,"Support efforts to establish and manage further protected areas.
</P>"
93308578,22691307,Ptilinopus dohertyi,3.1.1,Harvest management,"Conduct conservation awareness programmes to reduce hunting of the species.

</P>"
93309047,22691317,Ramphiculus marchei,3.1.1,Harvest management,"Promote stricter enforcement of legislation designed to curtail hunting and trade.
</P>"
93309047,22691317,Ramphiculus marchei,1.1,Site/area protection,"Formally propose key sites (e.g. Mts Cetaceo and Polis) for protected status. 
</P>"
93309047,22691317,Ramphiculus marchei,1.1,Site/area protection,"Extend the boundaries of the Northern Sierra Madre Natural Park to include Mt Los Dos Cuernos.
</P>"
93309047,22691317,Ramphiculus marchei,3.1.2,Trade management,"Promote stricter enforcement of legislation designed to curtail hunting and trade.
</P>"
93312366,22691435,Ptilinopus roseicapilla,2.2,Invasive/problematic species control,"Control the spread of of introduced plant species, especially <I>Leucaena.  </I>
</P>"
93312366,22691435,Ptilinopus roseicapilla,2.2,Invasive/problematic species control,"Take precautions to prevent the introduction of <I>B. irregularis</I> onto Tinian and Rota, such as traps and monitoring around the airport and especially the harbour.
</P>"
93312366,22691435,Ptilinopus roseicapilla,2.2,Invasive/problematic species control,"Control <I>Boiga irregularis </I>population by trapping on Saipan and Rota. 
</P>"
93312366,22691435,Ptilinopus roseicapilla,4.3,Awareness & communications,"Implement an education program to help control hunting and limit habitat destruction.  
<I>
</P>"
93312366,22691435,Ptilinopus roseicapilla,3.4.1,Captive breeding/artificial propagation,Collar and Butchart (2013) suggested that captive breeding should be considered.
93312366,22691435,Ptilinopus roseicapilla,3.3.2,Benign introduction,"Consider introduction to snake-free islands. 

</P>"
93313234,22691465,Ptilinopus rarotongensis,2.2,Invasive/problematic species control,"Take measures to ensure that alien species, especially <I>R. rattus</I> on Atiu, are not accidently introduced.

</P>"
93313234,22691465,Ptilinopus rarotongensis,3.3.1,Reintroduction,"Consider translocation to Mangaia.

</P>"
93314114,22691485,Ptilinopus chalcurus,3.3.2,Benign introduction,"Consider captive-breeding and translocation.

</P>"
93314114,22691485,Ptilinopus chalcurus,3.4.1,Captive breeding/artificial propagation,"Consider captive-breeding and translocation.

</P>"
93314387,22691490,Ptilinopus insularis,2.2,Invasive/problematic species control,"Ensure that further alien species are not accidentally introduced to Henderson. Re-attempt the eradication of Pacific rats.

"
93315725,22691539,Ptilinopus granulifrons,1.1,Site/area protection,"Identify the most appropriate area on Obi for designation as a protected area, to conserve populations of this and other threatened species on the island.

</P>"
93316693,22691568,Ptilinopus arcanus,1.1,Site/area protection,Increase the area of suitable habitat on Negros and Panay that receives formal protection.
93318964,22691622,Ducula mindorensis,1.1,Site/area protection,"Propose all remaining forest on Mt Halcon for improved protected status.
</P>"
93320826,22691674,Ducula galeata,3.1.1,Harvest management,"*Ensure that game is not reintroduced into the wild (which would increase hunting generally)<B><SUP>2</SUP></B>. 
</P>"
93320826,22691674,Ducula galeata,2.2,Invasive/problematic species control,"Control Miconia calvescens and pines, consider the control and eradication of exotic birds such as Common Myna Acridotheres tristis, and prevent further introductions.<B><SUP>2</SUP></B>.
</P>"
93320826,22691674,Ducula galeata,2.2,Invasive/problematic species control,"*Research predation by cats and rats and, depending on the results, set up some control measures<B><SUP>2</SUP></B>. 
</P>"
93320826,22691674,Ducula galeata,3.3.1,Reintroduction,*Investigate the possibility of reintroducing the species to other islands in the Marquesas.
93320826,22691674,Ducula galeata,4.1,Formal education,"*Promote public awareness through publicity materials and schools, especially in relation to legal protection<B><SUP>2</SUP></B>. 
</P>"
93320826,22691674,Ducula galeata,4.3,Awareness & communications,"*Ensure that road development takes account of the species's requirements<B><SUP>2</SUP></B>. 

</P>"
93320826,22691674,Ducula galeata,4.3,Awareness & communications,"*Promote public awareness through publicity materials and schools, especially in relation to legal protection<B><SUP>2</SUP></B>. 
</P>"
93322157,22691710,Ducula pickeringii,4.3,Awareness & communications,"Devise and initiate conservation awareness campaigns to control hunting and curb deforestation on key islands.
</P>"
93322157,22691710,Ducula pickeringii,1.1,Site/area protection,"Propose sites/islands supporting key populations for establishment as strict protected areas (e.g. Ursula, Philippines).
</P>"
93323233,22691744,Ducula brenchleyi,4.2,Training,"Develop hunting guidelines with local communities.
</P>"
93323233,22691744,Ducula brenchleyi,4.3,Awareness & communications,"Extend awareness programmes to coastal communities.

</P>"
93323539,22691749,Ducula bakeri,1.1,Site/area protection,"Advocate creation of forest reserves on each major island. 
</P>"
93323539,22691749,Ducula bakeri,4.3,Awareness & communications,"Investigate hunting control measures through community discussion and awareness programmes.

</P>"
93334339,22692039,Balearica pavonina,4.3,Awareness & communications,"Discourage hunting and irresponsible pesticide use through awareness campaigns.
</P>"
93334339,22692039,Balearica pavonina,3.1.2,Trade management,Develop actions to minimise trade at both national and international levels.
93334339,22692039,Balearica pavonina,3.3.1,Reintroduction,Consider the possibility of re-introductions to areas where the species has possibly gone extinct in recent times.
93334339,22692039,Balearica pavonina,2.1,Site/area management,"Direct management of key sites, such as breeding areas, to help improve the viability of subpopulations."
93334339,22692039,Balearica pavonina,3.2,Species recovery,Source resources for implementing species action plan.
93334893,22692046,Balearica regulorum,5.4.4,Scale unspecified,Improve species protection and increase enforcement of hunting legislation.
93334893,22692046,Balearica regulorum,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered.
"
93334893,22692046,Balearica regulorum,4.3,Awareness & communications,Discourage hunting and irresponsible pesticide use through awareness campaigns. Also encourage land use practices that would be more beneficial for this species (e.g. discourage cultivation in wetlands).
93334893,22692046,Balearica regulorum,5.1.1,International level,Improve species protection and increase enforcement of hunting legislation.
93335364,22692064,Antigone antigone,1.1,Site/area protection,"Improve protection of wetlands and other key habitats<B><SUP>7</SUP></B>. 
</P>"
93335364,22692064,Antigone antigone,3.4.1,Captive breeding/artificial propagation,"Captive rearing programmes could be considered<B><SUP>9</SUP></B>, although opinion is split<B><SUP>7</SUP></B>, and such efforts may be futile in the face of existing threats<B><SUP>12</SUP></B>. <B>
</P>"
93335364,22692064,Antigone antigone,2.1,Site/area management,"Encourage a mosaic of small natural wetlands in heavily farmed areas<B><SUP>5</SUP></B>, as pairs will nest in wetlands as small as 1 ha<B><SUP>6</SUP></B>. <B>
</P>"
93335364,22692064,Antigone antigone,6.4,Conservation payments,"Consider compensating farmers for real or expected crop damage<B><SUP>9</SUP></B>, although this may change attitudes to the species to its detriment<B><SUP>12</SUP></B>. 
</P>"
93335364,22692064,Antigone antigone,1.1,Site/area protection,"Encourage nest protection by farmers and amateur ornithologists<B><SUP>9</SUP></B>.<B>
</P>"
93335364,22692064,Antigone antigone,5.1.1,International level,"Upgrade to CITES Appendix I, and strictly control local, national and international trade<B><SUP>7</SUP></B>.

</P>"
93335364,22692064,Antigone antigone,4.3,Awareness & communications,"Target further conservation awareness campaigns at communities in and around important sites<B><SUP>5,7,9</SUP></B>, and educate private landowners<B><SUP>7</SUP></B>.<B>
</P>"
93335364,22692064,Antigone antigone,5.4.3,Sub-national level,"Control pesticide use and industrial effluent disposal around feeding areas.
</P>"
93335364,22692064,Antigone antigone,2.3,Habitat & natural process restoration,"Carry out restoration of deteriorating wetlands<B><SUP>7</SUP></B>. 
</P>"
93337861,22692151,Grus monacha,4.2,Training,"Establish local interest groups in crane conservation in China. 


</P>"
93337861,22692151,Grus monacha,1.1,Site/area protection,"Expand the area and number of suitable wintering sites in Japan. 
</P>"
93337861,22692151,Grus monacha,1.1,Site/area protection,"Expand the area of protected areas at Chongming Dao and Xinglong Dongsha (China). 


</P>"
93337861,22692151,Grus monacha,2.1,Site/area management,"Control overfishing in China. 

</P>"
93337861,22692151,Grus monacha,2.1,Site/area management,"Prevent poisoning from pesticides and poaching. 


</P>"
93337861,22692151,Grus monacha,2.1,Site/area management,"Enforce conservation measures to minimize threats to wetlands in the lower Yangtze from the Three Gorges Dam and proposed dam at the outlet to Poyang Lake.


</P>"
93337861,22692151,Grus monacha,1.1,Site/area protection,"Establish strictly protected areas in the Bikin river basin (Russia) and Suncheon Bay (South Korea). 
</P>"
93339099,22692167,Grus japonensis,1.1,Site/area protection,Secure the conservation status of the Cholwon and Han estuary in the Demilitarised Zone.
93339099,22692167,Grus japonensis,2.1,Site/area management,Halt tidal-flat reclamation along the Yancheng coast (China).
93339099,22692167,Grus japonensis,1.1,Site/area protection,Expand the area/number of wintering sites in Japan.
93339099,22692167,Grus japonensis,2.1,Site/area management,Control fires in the breeding grounds.
93339099,22692167,Grus japonensis,1.1,Site/area protection,"Establish a transboundary protected area at Tumen estuary, between Russia/China/North Korea. "
93339099,22692167,Grus japonensis,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered.
"
93339099,22692167,Grus japonensis,5.1.2,National level,"Prevent poisoning from pesticides, industrial contamination and poaching."
93339099,22692167,Grus japonensis,4.3,Awareness & communications,Establish interest groups and a communications organisation for crane conservation in China (Wang Qi-shan 2008). 
93339099,22692167,Grus japonensis,2.2,Invasive/problematic species control,"At coastal sites in China, control the invasive <i>Spartina alterniflora</i>."
93339099,22692167,Grus japonensis,1.1,Site/area protection,Strengthen management of protected areas on the Sanjiang and Songnen Plains (China).
93339099,22692167,Grus japonensis,2.1,Site/area management,"Improve management of wetland restoration at Zhalong, to prevent floods from causing breeding failure (Wang and Li 2008) and to ensure sufficient water for crane breeding."
93340327,22692181,Heliopais personatus,1.1,Site/area protection,"Afford protected area status to key breeding sites, and strictly minimise habitat loss, hunting and disturbance within them. 

</P>"
93340327,22692181,Heliopais personatus,1.2,Resource & habitat protection,"Campaign for increased protected area representation for mangrove habitats, particularly in Myanmar, Thailand, Malaysia and Indonesia.

</P>"
93344378,22692250,Sarothrura watersi,1.1,Site/area protection,"Evaluate sites suitable for protection<B><SUP>6</SUP></B>.

</P>"
93345348,22692270,Coturnicops exquisitus,1.1,Site/area protection,"Improve protection of its habitat in Russia and in protected areas in China, and on the wintering grounds.


</P>"
93345348,22692270,Coturnicops exquisitus,1.1,Site/area protection,"As a result of surveys, identify key areas and recommend protection where necessary. 


</P>"
93350323,22692358,Laterallus tuerosi,2.1,Site/area management,"Reduce pollution and regulate water-levels for the benefit of local people and wildlife<B><SUP>3</SUP></B>.  
</P>"
93350608,22692366,Laterallus spilonota,2.2,Invasive/problematic species control,"*Restrict movement of domestic animals on Floreana<B><SUP>3</SUP></B>. 
</P>"
93350608,22692366,Laterallus spilonota,2.3,Habitat & natural process restoration,"*Restore plant communities on Santiago and north Isabela<B><SUP>3,5</SUP></B>.

</P>"
93350608,22692366,Laterallus spilonota,2.2,Invasive/problematic species control,"*Monitor the expansion of invasive <I>Cinchona</I> in the highlands of Santa Cruz, and investigate its impact on the species<B><SUP>7</SUP></B>.

</P>"
93350608,22692366,Laterallus spilonota,2.1,Site/area management,"*Acquire plateau areas on San Crist&oacute;bal, and exclude herbivores from these areas<B><SUP>3</SUP></B>.
</P>"
93351150,22692374,Laterallus xenopterus,2.1,Site/area management,"<B>Effectively protect Paso Bravo National Park.</B>

</P>"
93351848,22692388,Gallirallus lafresnayanus,4.3,Awareness & communications,"*Publicise the search for this species amongst forest workers and villagers<B><SUP>2</SUP></B>.

</P>"
93351848,22692388,Gallirallus lafresnayanus,2.2,Invasive/problematic species control,"*Include this species in the predator-control and public awareness programmes for <I>R.&#160;jubatus</I>. *Extend these programmes to high-altitude areas. 

</P>"
93351848,22692388,Gallirallus lafresnayanus,4.3,Awareness & communications,"*Include this species in the predator-control and public awareness programmes for <I>R.&#160;jubatus</I>. *Extend these programmes to high-altitude areas. 
</P>"
93352096,22692395,Hypotaenidia sylvestris,5.1.3,Sub-national level,"Implement measures to prevent further introductions of exotic predators to Lord Howe Island.
</P>"
93352096,22692395,Hypotaenidia sylvestris,2.2,Invasive/problematic species control,"Undertake the Lord Howe Island Rodent Eradication Program using proven baiting methods to eradicate black rats and house mouse on Lord Howe Island. The introduced Masked Owls <I>Tyto novaehollandiae</I> is to be eradicated coincident with the rodent eradication program.
</P>"
93352096,22692395,Hypotaenidia sylvestris,3.4.1,Captive breeding/artificial propagation,Collar and Butchart (2013) suggested that captive breeding should be considered but there is limited support by zoos for holding an ex-situ population off Lord Howe Island as they have limited appeal for display and their ongoing husbandry is considered too expensive.
93352408,22692412,Hypotaenidia okinawae,1.1,Site/area protection,"Provide full protection for the whole area of Yambaru.
</P>"
93352408,22692412,Hypotaenidia okinawae,4.3,Awareness & communications,"Instigate a conservation education programme for Okinawa using this species and Okinawa Woodpecker <i>Sapheopipo noguchii</i> as flagship species.

</P>"
93352408,22692412,Hypotaenidia okinawae,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered.
"
93352408,22692412,Hypotaenidia okinawae,2.2,Invasive/problematic species control,"Continue to expand research and actions to control introduced predators.

</P>"
93352408,22692412,Hypotaenidia okinawae,2.1,Site/area management,"Continue fencing areas to reduce predation.
</P>"
93355035,22692476,Rallus wetmorei,2.1,Site/area management,"*Control tourism developments at Playa de Cata<B><SUP>3</SUP></B>. 

</P>"
93355035,22692476,Rallus wetmorei,2.1,Site/area management,"*Re-enforce management plans at Cuare Faunal Refuge<B><SUP>3</SUP></B>. 

</P>"
93355621,22692482,Rallus semiplumbeus,1.1,Site/area protection,"*Protect wetland areas that harbour large populations<B><SUP>4</SUP></B>. 
</P>"
93356027,22692486,Rallus antarcticus,4.3,Awareness & communications,"<B>Rise local awareness of the species and the impact of habitat alteration. </B>

</P>"
93356027,22692486,Rallus antarcticus,2.1,Site/area management,"<B>Ensure that agricultural development has minimal effects on rushbeds. </B>
</P>"
93356027,22692486,Rallus antarcticus,1.1,Site/area protection,"<B>Protect key sites such as El Zurdo and Estancia Soledad. </B>
</P>"
93356641,22692504,Rallus madagascariensis,2.1,Site/area management,"Promote conservation of its habitats through both policy changes and community conservation projects.
</P>"
93357313,22692529,Lewinia muelleri,2.2,Invasive/problematic species control,"Eradicate pigs from Auckland Island in the long term (B. D. Bell verbally 1999, A. D. Roberts <i>in litt</i>. 1999). "
93357313,22692529,Lewinia muelleri,3.3.1,Reintroduction,Transfer birds to other suitable pest-free islands in the Auckland Island group (A. D. Roberts <i>in litt</i>. 1999). 
93358821,22692556,Atlantisia rogersi,4.3,Awareness & communications,"Promote awareness about the dangers of alien species introduction through inter-island transfers<B><SUP>7</SUP></B>.
</P>"
93358821,22692556,Atlantisia rogersi,2.2,Invasive/problematic species control,"Minimise the risk of colonisation by introduced species through strict controls on visits<B><SUP>7</SUP></B>. 
</P>"
93359785,22692581,Aramides wolfi,1.1,Site/area protection,"Assess adequacy of IBA network and identify new sites.
</P>"
93363104,22692654,Zapornia olivieri,1.1,Site/area protection,"Seek full protection of known sites as soon as possible, by including them in priority-setting for short- and medium-term conservation action under the Malagasy Governmentâ€™s new Protected Area System expansion policy (Rabenandrasana et al. 2009)"
93363104,22692654,Zapornia olivieri,2.1,Site/area management,"Initiate further wetland-conservation programmes, designed in cooperation with local communities, at its known locations. Carry out anti-erosion management in the most vulnerable water catchment areas, and attempt to restore the most severely degraded marshes (Andriamasimanana and Rabarimanana 2011)."
93363104,22692654,Zapornia olivieri,2.1,Site/area management,"Some current conservation projects focus on wetlands in Madagascar, including work by DWCT, Peregrine Fund and BirdLife Madagascar.
</P>"
93363104,22692654,Zapornia olivieri,4.3,Awareness & communications,"Conduct public awareness-raising programmes with the aim of reducing persecution and disturbance, particularly during the breeding season (Rabenandrasana et al. 2009)"
93364465,22692687,Porzana spiloptera,1.1,Site/area protection,"<B>Expand Otamendi Strict Nature Reserve to encompass larger tracts of habitat. </B>
</P>"
93364465,22692687,Porzana spiloptera,2.1,Site/area management,"<B>Ensure the <I>de facto</I></B> protection of Mar Chiquita Biosphere Reserve, Buenos Aires.

</P>"
93366374,22692711,Zapornia atra,2.2,Invasive/problematic species control,"Ensure that further alien species are not accidentally introduced to Henderson. Re-attempt the eradication of Pacific rats from Henderson.

</P>"
93369321,22692781,Habroptila wallacii,1.1,Site/area protection,"Determine and implement appropriate conservation action in response to survey findings, including establishment of any remnant sago swamps, or other key sites supporting populations of this species, as strict protected areas.

</P>"
93370351,22692808,Porphyrio hochstetteri,3.2,Species recovery,"Manage the small islands as a metapopulation, with regular transfers of females between islands and periodic introductions of new breeders from the Fiordland population (Jamieson <I>et al</I>. 2003)."
93370351,22692808,Porphyrio hochstetteri,2.3,Habitat & natural process restoration,"On small islands, plant clumps of native shrubs such as <I>Coprosma</I> spp. at 20-30 metre intervals in open grassy areas to provide cover from <I>C. approximans</I>."
93370351,22692808,Porphyrio hochstetteri,3.4.1,Captive breeding/artificial propagation,Collar and Butchart (2013) suggested that captive breeding should be considered. This is underway at Burwood (20 pairs breeding in 2016).
93370351,22692808,Porphyrio hochstetteri,4.3,Awareness & communications,"Promote public awareness by holding captive birds for public display and visits to islands, and through the media (Crouchley 1994)."
93370351,22692808,Porphyrio hochstetteri,3.3.2,Benign introduction,Consider the introduction of birds to another island which could support a larger population.
93370351,22692808,Porphyrio hochstetteri,3.3.1,Reintroduction,"Establish a second mainland population, perhaps by fencing around the captive breeding centre at Burwood, and/or introducing the species to another area of Fiordland (Wickes <I>et al</I>. 2009)."
93370351,22692808,Porphyrio hochstetteri,3.2,Species recovery,"Remove individuals with high mean kinship values from island population, and replace them with individuals from the Fiordland population to avert inbreeding depression (Grueber <I>et al</I>. 2010)."
93370351,22692808,Porphyrio hochstetteri,2.2,Invasive/problematic species control,Establish effective large scale predator control to enable takahÄ“ to be introduced at new large mainland sites.
93372513,22692866,Gallinula comeri,2.2,Invasive/problematic species control,"Minimise the risk of the introduction of exotic flora and fauna, particularly mammalian predators, to Gough

</P>"
93374177,22692920,Fulica alai,1.1,Site/area protection,"Increase the area of protected wetlands<B><SUP>12</SUP></B>. 
</P>"
93374177,22692920,Fulica alai,2.2,Invasive/problematic species control,"Carry out predator control<B><SUP>12</SUP></B>. 
</P>"
93374177,22692920,Fulica alai,2.1,Site/area management,"Manage habitats, e.g. prevent ponds from drying out, or becoming overgrown by alien plants and create nesting islands out of the reach of introduced predators<B><SUP>1,3,5,8</SUP></B>.

</P>"
93374177,22692920,Fulica alai,3.2,Species recovery,"Where botulism is a problem, remove carcasses, manage water-levels and quality, treat sick birds and discourage or move healthy birds from affected areas<B><SUP>7</SUP></B>.

</P>"
93376450,22692971,Monias benschi,2.1,Site/area management,"Improve agricultural efficiency and control charcoal production.

</P>"
93376450,22692971,Monias benschi,1.1,Site/area protection,"Establish a coordinated network of community-based conservation areas, including a large protected area<B><SUP>6</SUP></B>.
</P>"
93381144,22693056,Scolopax mira,2.1,Site/area management,"Preserve the remaining areas of forest on the islands where it occurs.

</P>"
93381144,22693056,Scolopax mira,2.2,Invasive/problematic species control,"Control introduced predators.
</P>"
93384009,22693107,Gallinago macrodactyla,1.1,Site/area protection,"Protect important wetland sites. 
</P>"
93384009,22693107,Gallinago macrodactyla,5.1.2,National level,"Discourage and control hunting as appropriate.
</P>"
93385774,22693137,Coenocorypha pusilla,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered.
"
93385774,22693137,Coenocorypha pusilla,2.3,Habitat & natural process restoration,"Restore sufficient mammal-free forest areas within the Chatham Islands to allow the species to establish self-sustaining populations that require minimal management (Aikman <i>et al</i>. 2001, Roberts and Miskelly 2003, Aikman and Miskelly 2004).

</P>"
93385774,22693137,Coenocorypha pusilla,3.3.1,Reintroduction,"Reintroduce the species to the predator-fenced portion of Ellen Elizabeth Preece Conservation Covenant on Pitt Island (Colin Miskelly pers. comm., Aikman <i>et al</i>. 2001, Roberts and Miskelly 2003, Aikman and Miskelly 2004). "
93391729,22693225,Tringa guttifer,3.1.1,Harvest management,"Ban the hunting of all shorebirds in its breeding grounds. 

</P>"
93391729,22693225,Tringa guttifer,5.1.1,International level,"Provide full legal protection in all range states. 

</P>"
93391729,22693225,Tringa guttifer,1.1,Site/area protection,"Establish further protected areas in its breeding grounds, at least at Konstantin Bay in Khabarovsk (Russia), as well as important sites in the winter range.
</P>"
93422870,22693780,Charadrius thoracicus,4.3,Awareness & communications,"Increase public awareness of protected areas<B><SUP>11</SUP></B>.<B>
</P>"
93422870,22693780,Charadrius thoracicus,1.1,Site/area protection,"Include unprotected breeding sites in new protected areas<B><SUP>11</SUP></B>.<B>
</B>
</P>"
93422870,22693780,Charadrius thoracicus,3.2,Species recovery,Investigate the possibility of reducing nest loss - using predator control or protective enclosures (Zefania and Szekely 2013).
93423145,22693785,Charadrius sanctaehelenae,2.1,Site/area management,Maintain pastures as grazing land and manage appropriately (N. McCulloch <i>in litt</i>. 2000).
93423145,22693785,Charadrius sanctaehelenae,5.1.3,Sub-national level,Restrict vehicle access to significant semi-desert sites (N. McCulloch <i>in litt</i>. 1999).
93423145,22693785,Charadrius sanctaehelenae,2.2,Invasive/problematic species control,Intensify the control of feral cats and rats around known breeding sites. 
