scientificName,redlistCategory,actions,other_threats,smallpop
Eubalaena glacialis,Endangered,yes,yes,yes
Neophocaena asiaeorientalis,Endangered,NA,yes,NA
Neophocaena phocaenoides,Vulnerable,NA,yes,NA
Acinonyx jubatus,Vulnerable,yes,yes,NA
Felis bieti,Vulnerable,NA,NA,yes
Felis nigripes,Vulnerable,NA,yes,yes
Leopardus tigrinus,Vulnerable,yes,yes,NA
Lynx pardinus,Endangered,yes,yes,yes
Leopardus guigna,Vulnerable,yes,NA,yes
Leopardus jacobita,Endangered,yes,NA,yes
Panthera tigris,Endangered,yes,yes,NA
Prionailurus planiceps,Endangered,yes,NA,NA
Prionailurus viverrinus,Vulnerable,NA,yes,NA
Caracal aurata,Vulnerable,NA,yes,NA
Panthera uncia,Vulnerable,NA,yes,NA
Bubalus mindorensis,Critically Endangered,yes,yes,yes
Cochranella euhystrix,Critically Endangered,NA,NA,NA
Craugastor evanesco,Critically Endangered,yes,NA,NA
Ectopoglossus isthminus,Endangered,NA,NA,NA
Leptobrachium xanthops,Endangered,NA,yes,NA
Nototriton picucha,Critically Endangered,yes,NA,NA
Nototriton tomamorum,Critically Endangered,NA,NA,NA
Eleutherodactylus dennisi,Endangered,NA,NA,NA
Okapia johnstoni,Endangered,yes,NA,NA
Oedipina petiola,Critically Endangered,NA,NA,yes
Alnus djavanshirii,Critically Endangered,NA,NA,yes
Alnus dolichocarpa,Critically Endangered,yes,NA,yes
Ostryopsis intermedia,Vulnerable,yes,yes,NA
Betula gynoterminalis,Critically Endangered,yes,NA,yes
Betula murrayana,Critically Endangered,yes,yes,yes
Marmosops pakaraimae,Vulnerable,NA,NA,NA
Ambystoma lermaense,Endangered,yes,yes,NA
Incilius cavifrons,Endangered,NA,NA,NA
Megastomatohyla nubicola,Endangered,NA,NA,NA
Charadrahyla trux,Critically Endangered,NA,NA,NA
Smilisca dentata,Endangered,NA,NA,NA
Craugastor omiltemanus,Endangered,NA,NA,NA
Ambystoma amblycephalum,Critically Endangered,yes,NA,NA
Ambystoma andersoni,Critically Endangered,yes,NA,NA
Ambystoma dumerilii,Critically Endangered,NA,NA,NA
Ambystoma ordinarium,Endangered,NA,NA,NA
Ambystoma taylori,Critically Endangered,yes,yes,NA
Bolitoglossa macrinii,Endangered,NA,NA,NA
Bolitoglossa oaxacensis,Endangered,NA,NA,NA
Bolitoglossa riletti,Endangered,NA,NA,NA
Bolitoglossa veracrucis,Endangered,NA,NA,NA
Bolitoglossa zapoteca,Critically Endangered,NA,NA,NA
Chiropterotriton arboreus,Critically Endangered,NA,NA,NA
Chiropterotriton dimidiatus,Endangered,NA,yes,NA
Chiropterotriton lavae,Critically Endangered,NA,NA,NA
Chiropterotriton mosaueri,Critically Endangered,NA,NA,NA
Ixalotriton niger,Endangered,NA,NA,NA
Ixalotriton parvus,Critically Endangered,NA,NA,NA
Pseudoeurycea orchimelas,Endangered,NA,NA,NA
Pseudoeurycea orchileucos,Critically Endangered,NA,NA,NA
Pseudoeurycea ahuitzotl,Critically Endangered,NA,NA,NA
Pseudoeurycea altamontana,Endangered,NA,NA,NA
Pseudoeurycea anitae,Critically Endangered,NA,NA,NA
Pseudoeurycea aquatica,Critically Endangered,NA,NA,NA
Pseudoeurycea aurantia,Critically Endangered,NA,NA,NA
Pseudoeurycea cochranae,Vulnerable,NA,NA,NA
Pseudoeurycea conanti,Endangered,NA,NA,NA
Pseudoeurycea firscheini,Endangered,NA,NA,NA
Pseudoeurycea gadovii,Vulnerable,NA,NA,NA
Aquiloeurycea galeanae,Vulnerable,NA,NA,NA
Pseudoeurycea longicauda,Endangered,NA,NA,NA
Pseudoeurycea lynchi,Endangered,NA,NA,NA
Pseudoeurycea melanomolga,Endangered,NA,NA,NA
Pseudoeurycea mystax,Critically Endangered,NA,NA,NA
Isthmura naucampatepetl,Critically Endangered,NA,NA,NA
Pseudoeurycea nigromaculata,Endangered,NA,NA,NA
Aquiloeurycea praecellens,Critically Endangered,NA,NA,NA
Pseudoeurycea robertsi,Critically Endangered,NA,yes,NA
Pseudoeurycea ruficauda,Endangered,NA,NA,NA
Pseudoeurycea saltator,Critically Endangered,NA,NA,NA
Pseudoeurycea werleri,Endangered,NA,NA,NA
Thorius insperatus,Critically Endangered,NA,NA,NA
Thorius minydemus,Endangered,NA,NA,NA
Thorius narismagnus,Critically Endangered,NA,NA,NA
Thorius papaloae,Endangered,NA,NA,NA
Thorius troglodytes,Endangered,NA,NA,NA
Isthmura boneti,Endangered,NA,NA,NA
Isthmura maxima,Endangered,NA,NA,NA
Pseudoeurycea mixteca,Vulnerable,NA,NA,NA
Pseudoeurycea obesa,Critically Endangered,NA,NA,NA
Pseudoeurycea papenfussi,Endangered,NA,NA,NA
Aquiloeurycea quetzalanensis,Critically Endangered,NA,NA,NA
Pseudoeurycea tlilicxitl,Endangered,NA,NA,NA
Leopardus guttulus,Vulnerable,NA,yes,NA
Archaius tigris,Endangered,NA,NA,NA
Quasipaa acanthophora,Vulnerable,NA,yes,NA
Odorrana splendida,Endangered,NA,yes,NA
Atelopus certus,Critically Endangered,yes,NA,NA
Atelopus limosus,Critically Endangered,NA,NA,NA
Atelopus zeteki,Critically Endangered,yes,NA,yes
Hyloxalus chocoensis,Endangered,yes,NA,NA
Oophaga vicentei,Endangered,NA,yes,NA
Pipa myersi,Endangered,NA,NA,NA
Ecnomiohyla rabborum,Critically Endangered,NA,NA,NA
Duellmanohyla salvavida,Endangered,NA,NA,NA
Duellmanohyla soralia,Endangered,NA,NA,NA
Isthmohyla insolita,Endangered,NA,NA,NA
Ecnomiohyla salvaje,Critically Endangered,NA,NA,NA
Plectrohyla chrysopleura,Critically Endangered,yes,NA,NA
Plectrohyla dasypus,Critically Endangered,yes,yes,NA
Plectrohyla exquisita,Critically Endangered,yes,yes,NA
Craugastor aurilegulus,Vulnerable,yes,NA,NA
Craugastor charadra,Endangered,NA,NA,NA
Craugastor chrysozetetes,Critically Endangered,yes,NA,yes
Craugastor cruzi,Critically Endangered,yes,yes,yes
Craugastor emleni,Endangered,NA,NA,NA
Craugastor epochthidius,Critically Endangered,yes,NA,yes
Craugastor fecundus,Critically Endangered,yes,NA,yes
Craugastor merendonensis,Critically Endangered,yes,NA,yes
Craugastor olanchano,Critically Endangered,yes,NA,yes
Craugastor pechorum,Endangered,NA,NA,NA
Craugastor saltuarius,Critically Endangered,yes,NA,yes
Craugastor stadelmani,Critically Endangered,yes,NA,yes
Craugastor xucanebi,Vulnerable,NA,NA,NA
Bolitoglossa carri,Critically Endangered,NA,NA,NA
Bolitoglossa decora,Critically Endangered,NA,NA,NA
Bolitoglossa diaphora,Endangered,NA,NA,NA
Bolitoglossa dunni,Endangered,NA,NA,NA
Bolitoglossa longissima,Critically Endangered,NA,NA,NA
Cryptotriton nasalis,Endangered,NA,NA,NA
Dendrotriton sanctibarbarus,Critically Endangered,NA,NA,NA
Nototriton lignicola,Endangered,NA,NA,NA
Nototriton limnospectator,Endangered,NA,NA,NA
Oedipina gephyra,Critically Endangered,NA,NA,NA
Bolitoglossa oresbia,Critically Endangered,NA,NA,NA
Craugastor cyanochthebius,Endangered,NA,yes,NA
Oedipina tomasi,Critically Endangered,yes,yes,NA
Bromeliohyla melacaena,Endangered,NA,NA,NA
Hippocampus capensis,Endangered,NA,yes,NA
Hippocampus histrix,Vulnerable,NA,NA,NA
Hippocampus ingens,Vulnerable,NA,NA,NA
Hippocampus spinosissimus,Vulnerable,NA,NA,NA
Hippocampus barbouri,Vulnerable,NA,NA,NA
Hippocampus mohnikei,Vulnerable,NA,NA,NA
Hippocampus algiricus,Vulnerable,NA,NA,NA
Hippocampus kelloggi,Vulnerable,NA,NA,NA
Hippocampus patagonicus,Vulnerable,NA,NA,NA
Microhyla annamensis,Vulnerable,NA,yes,NA
Hylarana montivaga,Endangered,NA,yes,NA
Sanguirana aurantipunctata,Vulnerable,NA,NA,NA
Atelopus lynchi,Critically Endangered,yes,NA,yes
Atelopus ardila,Critically Endangered,NA,NA,yes
Atelopus gigas,Critically Endangered,NA,NA,yes
Atelopus orcesi,Critically Endangered,yes,NA,yes
Atelopus pastuso,Critically Endangered,yes,NA,yes
Gastrotheca lojana,Vulnerable,NA,NA,NA
Sauvagella robusta,Endangered,NA,yes,NA
Potamotrygon tigrina,Endangered,NA,NA,NA
Platymantis insulatus,Critically Endangered,NA,NA,NA
Platymantis spelaeus,Endangered,NA,NA,NA
Platymantis hazelae,Vulnerable,NA,NA,NA
Platymantis levigatus,Endangered,NA,NA,NA
Platymantis panayensis,Endangered,NA,NA,NA
Platymantis subterrestris,Endangered,NA,NA,NA
Philautus schmackeri,Endangered,NA,NA,NA
Pelophryne albotaeniata,Vulnerable,NA,NA,NA
Limnonectes diuatus,Vulnerable,NA,NA,NA
Kaloula walteri,Vulnerable,NA,NA,NA
Platymantis lawtoni,Endangered,NA,NA,NA
Platymantis montanus,Vulnerable,NA,NA,NA
Platymantis sierramadrensis,Vulnerable,NA,NA,NA
Platymantis taylori,Vulnerable,NA,NA,NA
Sanguirana igorota,Vulnerable,NA,NA,NA
Sanguirana tipanan,Vulnerable,NA,NA,NA
Philautus longicrus,Vulnerable,NA,NA,NA
Philautus everetti,Endangered,NA,NA,NA
Platymantis diesmosi,Endangered,NA,NA,NA
Seychellum alluaudi,Vulnerable,NA,NA,NA
Evynnis cardinalis,Endangered,yes,NA,NA
Agathis montana,Critically Endangered,NA,yes,NA
Nymphargus truebae,Critically Endangered,yes,yes,yes
Andinobates dorisswansonae,Vulnerable,NA,NA,NA
Andinobates tolimensis,Vulnerable,NA,NA,NA
Pseudophilautus auratus,Endangered,NA,NA,NA
Pseudophilautus lunatus,Critically Endangered,NA,NA,NA
Pseudophilautus ocularis,Critically Endangered,NA,NA,NA
Pseudophilautus papillosus,Critically Endangered,NA,NA,NA
Pseudophilautus poppiae,Endangered,NA,NA,NA
Pseudophilautus procax,Critically Endangered,NA,NA,NA
Pseudophilautus silvaticus,Endangered,NA,NA,NA
Pseudophilautus simba,Critically Endangered,NA,NA,NA
Taruga fastigo,Critically Endangered,NA,NA,NA
Mantella cowanii,Endangered,NA,NA,NA
Myersiohyla liliae,Endangered,NA,NA,NA
Cycas curranii,Critically Endangered,yes,NA,NA
Camellia fangchengensis,Critically Endangered,yes,NA,NA
Nothofagus cunninghamii,Vulnerable,NA,yes,NA
Cervus albirostris,Vulnerable,NA,NA,NA
Moschus chrysogaster,Endangered,NA,NA,NA
Moschus fuscus,Endangered,NA,NA,NA
Moschus moschiferus,Vulnerable,NA,yes,NA
Moschus leucogaster,Endangered,NA,NA,NA
Tragulus nigricans,Endangered,yes,NA,NA
Moschus anhuiensis,Endangered,NA,NA,NA
Moschus cupreus,Endangered,NA,NA,NA
Lepilemur sahamalaza,Critically Endangered,yes,yes,NA
Camellia ptilophylla,Vulnerable,NA,yes,NA
Camellia amplexifolia,Endangered,yes,NA,NA
Camellia candida,Endangered,NA,NA,NA
Camellia chrysanthoides,Endangered,NA,NA,yes
Camellia cupiformis,Critically Endangered,yes,NA,NA
Camellia dilinhensis,Endangered,yes,yes,NA
Camellia elongata,Endangered,yes,NA,NA
Camellia fascicularis,Critically Endangered,yes,NA,NA
Camellia flavida,Vulnerable,NA,NA,NA
Camellia formosensis,Vulnerable,yes,NA,NA
Camellia gaudichaudii,Vulnerable,NA,NA,NA
Camellia granthamiana,Vulnerable,yes,NA,yes
Camellia hekouensis,Critically Endangered,yes,NA,NA
Camellia hongkongensis,Endangered,NA,NA,NA
Camellia huana,Endangered,yes,NA,yes
Camellia ilicifolia,Critically Endangered,yes,NA,NA
Camellia impressinervis,Critically Endangered,NA,NA,yes
Camellia longii,Endangered,yes,yes,NA
Camellia longipedicellata,Endangered,NA,NA,NA
Camellia longzhouensis,Endangered,NA,NA,NA
Camellia luteoflora,Critically Endangered,yes,NA,NA
Camellia micrantha,Endangered,NA,NA,NA
Camellia mileensis,Vulnerable,yes,NA,NA
Camellia parviflora,Endangered,yes,NA,NA
Camellia paucipunctata,Endangered,yes,NA,NA
Camellia pingguoensis,Endangered,NA,NA,NA
Camellia pubifurfuracea,Endangered,yes,NA,NA
Camellia punctata,Vulnerable,yes,NA,NA
Camellia pyxidiacea,Endangered,NA,yes,NA
Camellia renshanxiangiae,Vulnerable,yes,NA,NA
Camellia stuartiana,Vulnerable,yes,NA,NA
Camellia szechuanensis,Endangered,yes,NA,NA
Camellia szemaoensis,Vulnerable,yes,NA,NA
Camellia tenii,Endangered,yes,NA,NA
Camellia transarisanensis,Vulnerable,NA,NA,yes
Camellia trichoclada,Vulnerable,NA,yes,NA
Camellia xanthochroma,Endangered,yes,NA,NA
Franklinia alatamaha,Extinct in the Wild,yes,NA,NA
Gordonia penangensis,Vulnerable,yes,yes,NA
Gordonia singaporeana,Vulnerable,yes,yes,NA
Polyspora ceylanica,Critically Endangered,yes,yes,yes
Polyspora dassanayakei,Critically Endangered,NA,yes,yes
Polyspora elliptica,Critically Endangered,yes,yes,yes
Polyspora gardneri,Critically Endangered,yes,yes,yes
Polyspora huongiana,Vulnerable,yes,yes,NA
Pyrenaria kwangsiensis,Vulnerable,yes,NA,yes
Pyrenaria maculatoclada,Vulnerable,yes,NA,yes
Pyrenaria menglaensis,Critically Endangered,yes,NA,NA
Pyrenaria oblongicarpa,Vulnerable,yes,yes,yes
Lemur catta,Endangered,NA,yes,NA
Brookesia peyrierasi,Endangered,NA,NA,NA
Geocharax falcata,Vulnerable,NA,yes,NA
Hyperolius constellatus,Vulnerable,NA,yes,NA
Limnonectes fragilis,Vulnerable,NA,NA,NA
Sylvirana spinulosa,Vulnerable,NA,NA,NA
Buergeria oxycephala,Vulnerable,NA,NA,NA
Amolops torrentis,Vulnerable,NA,NA,NA
Amolops hainanensis,Endangered,NA,NA,NA
Odorrana hainanensis,Vulnerable,NA,NA,NA
Parapelophryne scalpta,Vulnerable,NA,NA,NA
Glandirana minima,Endangered,NA,NA,NA
Liuixalus hainanus,Vulnerable,NA,NA,NA
Leptobrachium hainanense,Vulnerable,NA,NA,NA
Batrachuperus londongensis,Endangered,NA,NA,NA
Hynobius sonani,Endangered,NA,NA,NA
Hynobius formosanus,Endangered,NA,NA,NA
Rana chevronta,Critically Endangered,NA,NA,NA
Micryletta steinegeri,Vulnerable,NA,NA,NA
Liuixalus ocellatus,Vulnerable,NA,NA,NA
Raorchestes gryllus,Vulnerable,NA,NA,NA
Rhinolophus cohenae,Vulnerable,NA,yes,yes
Rhinolophus mabuensis,Endangered,NA,yes,NA
Thunnus orientalis,Vulnerable,yes,NA,NA
Leiopelma hamiltoni,Vulnerable,yes,yes,NA
Leiopelma archeyi,Critically Endangered,yes,NA,NA
Leiopelma pakeka,Vulnerable,yes,NA,NA
Boophis englaenderi,Vulnerable,NA,NA,NA
Boophis solomaso,Endangered,NA,NA,NA
Neoromicia roseveari,Endangered,NA,NA,NA
Chaerephon johorensis,Vulnerable,NA,NA,NA
Guibemantis punctatus,Critically Endangered,NA,NA,NA
Gephyromantis zavona,Endangered,NA,NA,NA
Gephyromantis eiselti,Endangered,NA,NA,NA
Gephyromantis thelenae,Endangered,NA,NA,NA
Rhombophryne minuta,Endangered,NA,NA,NA
Stumpffia psologlossa,Endangered,NA,NA,NA
Magnolia bankardiorum,Vulnerable,yes,yes,NA
Magnolia canandeana,Critically Endangered,yes,NA,NA
Magnolia cochranei,Endangered,yes,NA,NA
Magnolia costaricensis,Vulnerable,NA,yes,NA
Magnolia crassifolia,Critically Endangered,yes,NA,yes
Magnolia decastroi,Endangered,NA,yes,NA
Magnolia faustinomirandae,Critically Endangered,NA,yes,NA
Magnolia gentryi,Endangered,yes,yes,yes
Magnolia guanacastensis,Endangered,yes,NA,NA
Magnolia inbioana,Endangered,yes,NA,NA
Magnolia jaenensis,Endangered,yes,yes,NA
Magnolia jaliscana,Endangered,yes,yes,NA
Magnolia kichuana,Endangered,yes,NA,NA
Magnolia lacandonica,Critically Endangered,yes,yes,yes
Magnolia madidiensis,Endangered,yes,yes,NA
Magnolia manguillo,Critically Endangered,yes,NA,NA
Magnolia mayae,Critically Endangered,yes,yes,yes
Magnolia multinervia,Vulnerable,yes,yes,NA
Magnolia oaxacensis,Endangered,NA,NA,NA
Magnolia ofeliae,Critically Endangered,yes,yes,NA
Magnolia palandana,Endangered,yes,yes,NA
Magnolia pastazaensis,Endangered,yes,yes,NA
Magnolia pedrazae,Endangered,yes,yes,NA
Magnolia perezfarrerae,Endangered,yes,yes,NA
Magnolia quetzal,Endangered,NA,yes,NA
Magnolia shuarorum,Endangered,yes,yes,NA
Magnolia talamancana,Vulnerable,yes,yes,NA
Magnolia vallartensis,Critically Endangered,NA,NA,NA
Magnolia vovidesii,Endangered,yes,yes,NA
Magnolia wendtii,Critically Endangered,yes,NA,NA
Magnolia wetteri,Endangered,yes,NA,NA
Magnolia yantzazana,Endangered,yes,yes,NA
Magnolia juninensis,Endangered,yes,yes,NA
Magnolia jardinensis,Critically Endangered,yes,NA,yes
Microphis insularis,Vulnerable,NA,NA,NA
Syngnathus watermeyeri,Critically Endangered,NA,NA,yes
Microphis pleurostictus,Endangered,NA,NA,NA
Araucaria muelleri,Endangered,yes,yes,NA
Nothofagus discoidea,Endangered,yes,yes,NA
Nothofagus baumanniae,Endangered,yes,yes,NA
Guibemantis tasifotsy,Vulnerable,NA,NA,NA
Stumpffia miery,Endangered,NA,NA,NA
Boophis andohahela,Vulnerable,NA,NA,NA
Boophis schuboeae,Endangered,NA,NA,NA
Gephyromantis enki,Vulnerable,NA,NA,NA
Anodonthyla jeanbai,Endangered,NA,NA,NA
Anodonthyla theoi,Critically Endangered,NA,NA,NA
Boophis anjanaharibeensis,Endangered,NA,NA,NA
Boophis ankarafensis,Critically Endangered,NA,NA,NA
Aetomylaeus nichofii,Vulnerable,NA,NA,NA
Aetomylaeus vespertilio,Endangered,NA,NA,NA
Alopias pelagicus,Endangered,yes,NA,NA
Aptychotrema timorensis,Vulnerable,NA,NA,NA
Brachaelurus colcloughi,Vulnerable,yes,NA,NA
Carcharhinus albimarginatus,Vulnerable,NA,NA,NA
Carcharhinus dussumieri,Endangered,yes,NA,NA
Centroscymnus owstonii,Vulnerable,NA,NA,NA
Cephaloscyllium albipinnum,Critically Endangered,yes,NA,NA
Eusphyra blochii,Endangered,yes,NA,NA
Glaucostegus granulatus,Critically Endangered,yes,NA,NA
Glaucostegus typus,Critically Endangered,yes,NA,NA
Hemipristis elongata,Vulnerable,NA,NA,NA
Himantura leoparda,Vulnerable,NA,NA,NA
Himantura uarnak,Vulnerable,NA,NA,NA
Hydrolagus ogilbyi,Vulnerable,NA,NA,NA
Mobula alfredi,Vulnerable,yes,NA,NA
Scymnodon plunketi,Vulnerable,NA,NA,NA
Rhynchobatus australiae,Critically Endangered,yes,NA,NA
Squalus chloroculus,Endangered,yes,NA,NA
Squalus montalbani,Vulnerable,yes,NA,NA
Squatina albipunctata,Vulnerable,NA,NA,NA
Taeniurops meyeni,Vulnerable,NA,NA,NA
Urogymnus asperrimus,Vulnerable,NA,NA,NA
Urolophus bucculentus,Vulnerable,yes,NA,NA
Urolophus orarius,Endangered,yes,NA,NA
Urolophus sufflavus,Vulnerable,yes,NA,NA
Urolophus viridis,Vulnerable,yes,NA,NA
Zearaja maugeana,Endangered,yes,yes,NA
Magnolia bidoupensis,Endangered,yes,NA,NA
Camellia oconoriana,Critically Endangered,yes,NA,yes
Magnolia cattienensis,Endangered,yes,NA,yes
Hyperolius ukwiva,Endangered,NA,NA,NA
Hyperolius spinigularis,Vulnerable,NA,yes,NA
Hyperolius davenporti,Critically Endangered,NA,NA,NA
Hyperolius burgessi,Vulnerable,NA,NA,NA
Hyperolius ruvuensis,Critically Endangered,NA,NA,NA
Magnolia sinostellata,Endangered,yes,NA,NA
Magnolia sanchez-vegae,Critically Endangered,yes,NA,NA
Camellia inusitata,Critically Endangered,yes,yes,yes
Camellia duyana,Critically Endangered,yes,yes,yes
Camellia ligustrina,Endangered,yes,NA,NA
Camellia bugiamapensis,Critically Endangered,yes,NA,yes
Camellia capitata,Critically Endangered,yes,NA,yes
Camellia dalatensis,Critically Endangered,NA,NA,NA
Camellia nitidissima,Endangered,yes,NA,yes
Pithecia mittermeieri,Vulnerable,NA,NA,NA
Sapajus flavius,Critically Endangered,yes,yes,yes
Sapajus robustus,Endangered,yes,NA,NA
Sapajus xanthosternos,Critically Endangered,yes,NA,NA
Cebus leucocephalus,Vulnerable,NA,NA,NA
Carcharhinus tjutjot,Vulnerable,yes,NA,NA
Dipturus confusus,Critically Endangered,NA,NA,NA
Hemiscyllium hallstromi,Vulnerable,NA,NA,NA
Nasuella meridensis,Endangered,NA,NA,NA
Cuon alpinus,Endangered,NA,yes,yes
Catagonus wagneri,Endangered,NA,NA,NA
Axis kuhlii,Critically Endangered,yes,yes,yes
Gracixalus lumarius,Endangered,NA,yes,NA
Kalophrynus cryptophonus,Endangered,NA,yes,NA
Kalophrynus honbaensis,Vulnerable,NA,yes,NA
Leptobrachella botsfordi,Critically Endangered,NA,NA,NA
Microhyla arboricola,Vulnerable,NA,NA,NA
Microhyla pineticola,Vulnerable,NA,yes,NA
Microhyla pulchella,Endangered,NA,yes,NA
Tylototriton shanorum,Vulnerable,NA,yes,NA
Leptopelis anebos,Endangered,NA,NA,NA
Pristimantis mutabilis,Endangered,NA,NA,NA
Phrynobatrachus jimzimkusi,Critically Endangered,NA,NA,NA
Rhampholeon hattinghi,Critically Endangered,yes,yes,NA
Kinyongia mulyai,Critically Endangered,yes,yes,NA
Cacosternum thorini,Endangered,NA,NA,NA
Phrynobatrachus njiomock,Critically Endangered,yes,NA,NA
Alsodes cantillanensis,Critically Endangered,NA,NA,NA
Telmatobufo ignotus,Endangered,NA,yes,NA
Myotis nyctor,Vulnerable,NA,NA,NA
Oreolalax sterlingae,Critically Endangered,NA,NA,NA
Anhydrophryne ngongoniensis,Endangered,yes,NA,NA
Microbatrachella capensis,Critically Endangered,NA,NA,NA
Sclerophrys pantherina,Endangered,NA,yes,NA
Natalobatrachus bonebergi,Endangered,NA,NA,NA
Afrixalus knysnae,Endangered,NA,yes,NA
Arthroleptella subvoce,Critically Endangered,NA,NA,NA
Arthroleptella rugosa,Critically Endangered,NA,yes,yes
Vandijkophrynus amatolicus,Critically Endangered,NA,yes,NA
Leptopelis xenodactylus,Endangered,NA,yes,NA
Heleophryne hewitti,Endangered,NA,NA,NA
Xenopus gilli,Endangered,NA,yes,NA
Heleophryne rosei,Critically Endangered,NA,yes,NA
Arthroleptis francei,Vulnerable,NA,NA,NA
Arthroleptis troglodytes,Critically Endangered,NA,NA,NA
Hyperolius pickersgilli,Endangered,NA,NA,NA
Allobates amissibilis,Vulnerable,NA,NA,NA
Andinobates opisthomelas,Vulnerable,NA,NA,NA
Ctenomys australis,Endangered,NA,NA,NA
Octodon pacificus,Critically Endangered,NA,NA,NA
Tympanoctomys aureus,Critically Endangered,NA,NA,NA
Tympanoctomys loschalchalerosorum,Critically Endangered,NA,NA,NA
Sicista armenica,Endangered,NA,NA,NA
Rulyrana saxiscandens,Endangered,NA,NA,NA
Rhombophryne serratopalpebrosa,Endangered,NA,NA,NA
Euastacus clarkae,Endangered,NA,yes,NA
Alsodes barrioi,Endangered,NA,yes,NA
Alsodes montanus,Vulnerable,NA,yes,NA
Alsodes vanzolinii,Endangered,NA,yes,NA
Rhinella atacamensis,Vulnerable,NA,NA,NA
Eupsophus insularis,Critically Endangered,NA,NA,NA
Eupsophus migueli,Endangered,NA,yes,NA
Insuetophrynus acarpicus,Endangered,NA,yes,NA
Rhinoderma darwinii,Endangered,NA,NA,NA
Rhinoderma rufum,Critically Endangered,NA,NA,yes
Telmatobius pefauri,Critically Endangered,NA,NA,yes
Telmatobius zapahuirensis,Endangered,NA,NA,NA
Telmatobufo bullocki,Endangered,NA,yes,NA
Telmatobufo venustus,Endangered,NA,NA,NA
Alsodes tumultuosus,Vulnerable,NA,yes,NA
Rhinella rubropunctata,Vulnerable,NA,yes,yes
Alsodes hugoi,Vulnerable,NA,yes,NA
Alsodes pehuenche,Critically Endangered,NA,NA,NA
Alsodes valdiviensis,Endangered,NA,NA,NA
Alsodes verrucosus,Endangered,NA,NA,NA
Telmatobius dankoi,Critically Endangered,NA,NA,NA
Telmatobius fronteriensis,Critically Endangered,NA,NA,yes
Telmatobius philippii,Critically Endangered,NA,NA,NA
Telmatobius vilamensis,Critically Endangered,NA,NA,NA
Alsodes igneus,Vulnerable,NA,NA,NA
Telmatobius chusmisensis,Endangered,NA,NA,NA
Alsodes norae,Endangered,NA,yes,NA
Limulus polyphemus,Vulnerable,NA,NA,NA
Cacajao ayresi,Vulnerable,NA,NA,NA
Cebus aequatorialis,Critically Endangered,NA,NA,NA
Cebus malitiosus,Endangered,NA,NA,NA
Cebus versicolor,Endangered,NA,NA,NA
Sousa plumbea,Endangered,NA,NA,NA
Sousa sahulensis,Vulnerable,NA,NA,yes
Euastacus dharawalus,Critically Endangered,yes,yes,NA
Magnolia dixonii,Critically Endangered,yes,yes,NA
Magnolia rzedowskiana,Endangered,yes,NA,NA
Picea omorika,Endangered,yes,yes,NA
Aglyptodactylus laticeps,Vulnerable,NA,NA,NA
Boophis andreonei,Vulnerable,NA,NA,NA
Boophis blommersae,Vulnerable,NA,NA,NA
Boophis feonnyala,Endangered,NA,NA,NA
Boophis haematopus,Endangered,NA,NA,NA
Boophis jaegeri,Endangered,NA,NA,NA
Boophis laurenti,Endangered,NA,NA,NA
Boophis liami,Critically Endangered,NA,NA,NA
Boophis majori,Vulnerable,NA,NA,NA
Boophis miniatus,Vulnerable,NA,NA,NA
Boophis vittatus,Vulnerable,NA,NA,NA
Boophis williamsi,Critically Endangered,yes,yes,NA
Mantella bernhardi,Vulnerable,NA,NA,NA
Mantella crocea,Vulnerable,NA,NA,NA
Mantella expectata,Endangered,NA,NA,NA
Mantella haraldmeieri,Endangered,NA,NA,NA
Mantella madagascariensis,Vulnerable,NA,NA,NA
Mantella manery,Vulnerable,NA,NA,NA
Mantella milotympanum,Critically Endangered,yes,NA,NA
Mantidactylus albofrenatus,Endangered,NA,NA,NA
Gephyromantis ambohitra,Vulnerable,NA,NA,NA
Spinomantis brunae,Endangered,NA,NA,NA
Gephyromantis cornutus,Vulnerable,NA,NA,NA
Gephyromantis corvus,Endangered,NA,NA,NA
Spinomantis guibei,Vulnerable,NA,NA,NA
Gephyromantis horridus,Vulnerable,NA,NA,NA
Guibemantis kathrinae,Vulnerable,NA,NA,NA
Gephyromantis klemmeri,Endangered,NA,NA,NA
Mantidactylus madecassus,Endangered,NA,NA,NA
Spinomantis massi,Vulnerable,NA,NA,NA
Spinomantis microtis,Endangered,NA,NA,NA
Boehmantis microtympanum,Vulnerable,NA,NA,NA
Mantidactylus pauliani,Critically Endangered,yes,yes,NA
Gephyromantis rivicola,Vulnerable,NA,NA,NA
Gephyromantis salegy,Vulnerable,NA,NA,NA
Gephyromantis schilfi,Vulnerable,NA,NA,NA
Gephyromantis silvanus,Vulnerable,NA,NA,NA
Gephyromantis spiniferus,Vulnerable,NA,NA,NA
Gephyromantis striatus,Vulnerable,NA,yes,NA
Gephyromantis tandroka,Vulnerable,NA,NA,NA
Mantidactylus tricinctus,Vulnerable,NA,NA,NA
Gephyromantis webbi,Endangered,NA,NA,NA
Mantidactylus zolitschka,Critically Endangered,NA,NA,NA
Anodonthyla montana,Vulnerable,NA,yes,NA
Madecassophryne truebae,Endangered,NA,NA,NA
Cophyla alticola,Endangered,NA,NA,NA
Cophyla mavomavo,Endangered,NA,NA,NA
Cophyla milloti,Endangered,NA,NA,NA
Cophyla occultans,Vulnerable,NA,NA,NA
Cophyla tetra,Endangered,NA,NA,NA
Cophyla tsaratananaensis,Endangered,NA,NA,NA
